Concurso;bola 1;bola 2;bola 3;bola 4;bola 5;bola 6;bola 7;bola 8;bola 9;bola 10;bola 11;bola 12;bola 13;bola 14;bola 15
1293;22;24;20;11;17;9;1;2;7;13;18;15;12;8;10
1294;13;8;16;18;12;14;11;20;2;23;5;7;25;10;6
1295;10;11;12;19;24;15;6;18;25;9;23;14;17;13;3
1296;23;7;18;10;20;15;17;9;5;14;11;25;19;16;21
1297;6;11;18;12;9;8;22;1;5;17;10;19;2;16;7
1298;24;4;25;20;6;18;22;12;17;9;23;3;2;21;7
1299;8;20;5;13;23;3;22;1;11;25;18;17;19;7;21
1300;25;10;24;14;9;15;13;23;20;11;6;18;2;12;7
1301;24;1;25;7;19;4;14;6;10;9;22;3;16;17;2
1302;22;12;3;20;14;17;9;16;13;25;18;4;6;11;15
1303;8;1;19;18;11;15;22;5;20;9;23;13;14;16;10
1304;8;20;13;10;18;7;1;19;25;2;17;11;14;21;3
1305;13;7;4;15;20;12;17;8;2;6;25;23;11;5;3
1306;2;22;13;15;14;6;9;23;19;18;5;20;1;7;12
1307;15;10;13;18;14;8;23;20;6;3;21;16;12;4;9
1308;16;11;6;19;17;14;9;22;25;8;20;7;23;5;3
1309;19;13;12;24;4;14;16;5;10;18;2;6;25;8;20
1310;23;19;10;4;17;8;18;15;5;1;21;7;3;2;11
1311;10;12;17;5;11;3;18;14;6;15;20;25;8;2;23
1312;25;18;4;11;19;1;20;2;9;6;13;24;23;7;5
1313;25;8;17;23;24;10;21;22;20;1;4;16;13;15;11
1314;14;24;19;16;10;22;25;18;5;15;8;11;3;21;9
1315;12;19;23;11;5;18;1;8;4;3;2;25;16;10;14
1316;20;12;23;25;1;24;6;17;2;4;3;19;5;15;11
1317;25;9;1;11;8;10;3;16;24;7;20;23;22;5;14
1318;12;23;17;8;14;6;9;4;1;3;13;2;20;7;15
1319;5;19;15;14;22;25;6;11;9;3;17;23;8;10;13
1320;17;5;16;22;23;4;11;21;9;12;15;3;13;2;25
1321;4;20;10;3;23;6;13;24;9;11;14;2;18;7;19
1322;21;9;15;25;6;7;18;8;24;17;16;2;13;11;1
1323;19;23;6;5;1;11;4;14;20;9;10;13;21;17;22
1324;4;11;1;10;8;19;18;24;21;13;17;6;25;5;7
1325;21;18;9;10;2;7;5;14;3;20;15;6;16;25;19
1326;9;6;21;17;22;25;1;24;8;3;4;10;19;20;18
1327;3;7;16;25;20;23;10;22;1;5;18;17;4;14;13
1328;16;15;10;5;22;23;24;13;21;8;6;9;25;2;17
1329;23;3;2;15;4;11;25;18;10;13;5;16;24;22;7
1330;17;20;10;5;12;23;22;24;4;25;16;18;19;13;7
1331;1;5;11;23;10;6;25;16;7;24;2;15;14;18;3
1332;21;16;11;13;18;8;24;12;4;14;6;20;5;15;1
1333;10;17;9;20;22;8;3;5;11;4;24;18;7;14;12
1334;10;15;11;4;19;3;9;17;18;21;13;16;6;22;7
1335;3;10;18;11;17;23;24;1;9;7;6;4;16;25;13
1336;6;9;20;12;19;10;14;13;8;24;15;18;11;17;22
1337;6;23;5;10;13;3;16;12;21;8;1;25;19;9;15
1338;16;7;6;17;1;13;14;4;10;19;11;3;15;12;2
1339;11;8;24;13;14;3;16;5;2;21;23;4;6;7;20
1340;10;13;16;9;19;5;18;4;12;7;14;17;22;1;2
1341;24;21;3;16;10;1;23;8;20;4;17;14;9;15;13
1342;12;21;5;23;10;13;1;24;25;9;15;3;2;20;11
1343;5;15;10;16;13;17;23;9;19;11;14;4;24;21;2
1344;6;17;25;21;8;18;23;11;13;2;7;10;4;24;12
1345;10;14;3;15;22;11;7;1;19;24;21;25;9;8;17
1346;19;10;2;18;3;8;14;15;7;23;5;21;20;25;11
1347;3;8;6;14;20;13;7;23;17;24;12;1;18;10;5
1348;7;24;8;14;15;21;1;18;2;20;6;22;25;9;10
1349;12;18;16;7;5;19;14;2;25;4;3;6;8;21;24
1350;9;23;11;19;12;20;8;6;21;13;18;1;5;16;14
1351;7;13;6;25;23;17;2;24;10;21;20;11;4;22;19
1352;16;11;15;19;24;13;20;6;25;10;23;8;14;21;12
1353;14;8;21;24;5;18;3;9;25;10;23;12;22;11;7
1354;1;12;20;9;7;11;3;2;24;13;21;15;18;5;14
1355;2;4;7;15;20;16;24;3;21;1;22;8;18;6;11
1356;11;6;15;12;20;8;3;16;14;19;4;13;17;10;9
1357;22;9;21;7;12;15;23;13;3;17;10;11;18;20;8
1358;2;23;8;15;1;3;6;20;22;4;13;18;9;17;19
1359;18;11;9;13;5;3;17;7;14;8;15;16;20;23;21
1360;14;5;24;6;12;20;4;11;10;8;2;3;18;23;1
1361;5;14;11;19;4;25;18;15;20;12;23;17;13;1;16
1362;13;6;9;22;12;1;4;3;25;21;24;11;10;23;16
1363;12;7;14;16;15;17;5;10;19;20;22;13;21;9;23
1364;6;17;22;15;9;13;10;12;20;18;16;25;24;1;11
1365;22;25;23;15;21;19;6;14;12;2;24;3;20;9;10
1366;15;24;8;21;22;9;12;14;25;13;16;10;11;17;4
1367;14;7;23;4;2;5;3;6;20;15;17;18;16;9;24
1368;23;16;24;20;18;7;10;5;19;25;22;11;8;14;12
1369;18;5;4;11;24;22;10;14;9;12;3;13;16;17;21
1370;11;2;17;24;22;21;18;14;20;5;7;8;13;25;4
1371;25;22;5;15;20;19;3;13;21;24;18;23;17;4;7
1372;23;3;17;13;2;21;9;18;7;16;1;25;15;10;5
1373;5;4;6;18;17;7;3;20;24;8;12;2;21;23;1
1374;9;4;19;23;15;3;2;5;16;6;10;14;20;25;21
1375;18;20;24;15;25;11;14;23;6;9;22;16;1;10;5
1376;12;6;3;15;18;19;22;13;14;16;5;20;24;4;1
1377;10;15;5;19;12;1;6;9;25;13;17;8;20;22;21
1378;19;6;2;25;8;1;20;24;21;10;17;23;3;12;13
1379;17;7;14;2;18;5;10;1;12;4;15;22;21;9;8
1380;15;21;8;3;5;16;25;4;24;6;14;11;22;12;17
1381;18;16;14;9;1;8;21;12;25;19;17;6;10;4;13
1382;24;19;10;21;15;6;16;12;13;20;1;22;17;14;18
1383;22;2;25;15;16;7;8;17;14;24;9;21;13;6;20
1384;11;9;15;12;19;8;18;6;4;3;13;25;22;24;20
1385;19;12;23;18;4;10;17;14;8;9;5;13;20;15;11
1386;9;1;16;22;4;18;7;3;24;17;25;13;2;21;19
1387;16;24;4;11;12;5;7;9;6;14;1;3;18;13;15
1388;25;11;10;15;5;19;8;12;3;21;7;18;1;23;20
1389;20;8;15;2;18;17;6;5;1;10;12;4;14;16;21
1390;14;3;15;5;20;18;13;6;7;16;8;11;21;17;23
1391;3;15;16;21;5;24;1;25;19;11;6;10;12;20;17
1392;14;9;3;15;21;16;8;18;25;2;22;1;17;20;4
1393;9;3;11;20;22;23;13;14;10;7;18;5;17;12;4
1394;9;11;15;5;23;3;4;18;19;10;16;6;21;22;14
1395;17;22;16;12;23;25;6;13;19;8;7;18;11;5;14
1396;13;17;23;12;25;20;7;22;3;18;19;24;10;6;5
1397;11;1;25;18;13;22;14;21;6;9;8;3;12;5;4
1398;24;8;5;16;14;21;7;11;15;20;4;25;19;6;1
1399;12;25;9;4;6;21;8;19;13;24;22;5;15;14;17
1400;19;21;23;9;22;2;12;25;24;3;10;5;6;16;1
1401;4;8;22;25;21;14;3;24;1;5;19;7;15;6;18
1402;3;19;2;15;14;8;11;21;9;5;16;23;12;4;20
1403;17;21;5;16;8;11;23;4;15;12;25;13;3;9;10
1404;22;25;1;2;3;16;15;18;21;13;19;10;4;8;11
1405;24;9;20;11;18;23;14;19;4;2;10;15;16;3;7
1406;15;24;13;6;5;9;2;21;4;22;20;25;3;11;19
1407;5;24;20;10;25;1;6;22;2;12;13;23;7;4;21
1408;13;1;3;24;10;19;14;23;12;21;25;22;5;11;8
1409;4;17;7;8;2;6;14;1;12;16;25;22;11;24;19
1410;9;7;23;4;2;5;6;10;15;16;17;20;21;3;14
1411;9;5;13;23;1;17;21;14;8;12;16;7;10;6;15
1412;18;5;11;22;15;24;16;21;23;7;25;19;13;6;9
1413;17;5;16;4;2;6;9;10;13;21;18;3;7;8;25
1414;3;4;11;13;23;2;9;7;20;14;21;10;5;16;17
1415;25;18;6;17;24;13;19;2;12;4;23;15;10;22;5
1416;8;14;12;15;7;17;18;20;10;24;4;9;5;19;3
1417;4;19;11;14;1;7;13;15;3;9;2;6;18;22;23
1418;21;2;13;14;9;6;11;23;20;15;4;18;10;22;17
1419;7;18;23;15;6;16;12;17;21;24;3;19;20;11;2
1420;13;6;1;15;16;25;17;4;22;14;8;10;23;7;20
1421;6;24;9;19;18;3;11;7;20;17;5;8;12;23;14
1422;11;16;14;15;7;19;22;5;13;17;23;10;4;24;1
1423;2;7;19;8;1;13;12;11;4;22;15;23;16;5;14
1424;11;2;20;13;18;25;4;17;5;23;21;10;8;6;9
1425;16;9;3;11;4;13;5;14;12;21;1;19;20;8;25
1426;10;2;14;16;4;3;18;23;8;12;22;7;15;25;24
1427;18;17;15;1;14;16;20;2;25;12;11;22;10;19;7
1428;22;13;17;2;6;9;5;18;3;8;21;20;4;25;19
1429;15;19;25;20;14;13;16;18;8;9;7;10;5;12;21
1430;1;20;4;16;23;8;21;7;22;13;5;25;3;9;15
1431;16;14;9;8;19;20;10;23;12;2;1;15;25;7;17
1432;25;17;4;24;18;11;23;12;3;1;16;5;20;21;10
1433;16;14;23;9;22;6;20;12;15;25;3;7;10;24;18
1434;4;13;6;3;5;9;7;22;18;24;23;10;12;19;15
1435;4;17;5;20;1;10;6;16;2;19;23;3;9;21;12
1436;5;6;19;3;23;24;2;1;8;18;11;22;12;17;15
1437;7;9;19;4;6;25;2;8;11;23;14;5;20;13;17
1438;1;10;8;21;4;24;11;17;15;14;7;9;20;12;22
1439;14;12;11;5;3;15;16;2;22;24;17;19;1;18;13
1440;12;3;20;22;17;18;8;10;21;25;14;2;13;24;16
1441;22;9;1;16;6;5;4;11;19;10;25;13;23;3;7
1442;1;12;15;16;20;11;9;21;3;2;19;13;7;17;4
1443;16;10;7;2;17;1;8;14;11;5;24;9;12;15;3
1444;24;18;6;10;2;17;4;9;11;20;5;21;14;1;15
1445;8;6;15;20;13;4;5;1;18;25;23;16;17;10;22
1446;13;22;17;4;21;25;23;20;12;24;1;16;8;7;6
1447;25;5;13;17;4;21;19;3;24;12;22;8;11;1;18
1448;23;24;5;21;1;19;4;18;6;13;8;3;22;12;16
1449;23;7;6;20;4;9;16;8;3;22;11;15;5;1;24
1450;13;16;20;5;14;17;8;24;2;19;4;22;1;10;9
1451;5;24;3;12;13;14;20;23;25;19;10;21;1;15;2
1452;8;25;17;2;10;11;7;14;20;24;13;21;5;15;23
1453;2;8;13;15;1;24;19;25;5;23;16;14;21;9;10
1454;10;22;1;25;3;18;21;19;13;14;12;4;23;20;7
1455;15;23;20;2;17;21;16;14;7;5;19;18;22;8;25
1456;8;13;20;6;25;19;15;12;1;7;2;14;24;9;21
1457;14;23;8;15;4;2;9;1;18;10;3;13;7;24;11
1458;20;11;17;18;7;3;1;22;24;19;9;5;2;23;14
1459;12;6;14;16;25;1;18;13;24;4;19;9;17;10;20
1460;17;16;11;7;18;14;20;3;21;1;19;5;15;24;25
1461;9;10;21;24;5;4;17;2;19;18;25;15;6;23;11
1462;9;14;17;12;1;21;3;7;20;4;16;5;25;13;24
1463;23;7;11;20;10;4;22;15;6;17;19;13;3;24;14
1464;23;11;9;12;16;17;24;13;4;15;14;18;10;1;22
1465;24;12;19;10;8;16;23;9;22;21;5;7;20;14;2
1466;10;12;3;6;14;11;24;2;21;23;19;20;25;22;4
1467;9;10;25;20;19;22;12;21;6;4;1;5;24;11;23
1468;20;19;5;13;12;3;23;8;24;21;18;14;6;11;2
1469;5;16;6;3;8;11;7;9;2;13;20;19;18;1;17
1470;14;21;23;3;12;18;24;7;22;15;20;13;11;8;2
1471;8;18;13;4;10;7;15;6;22;11;2;21;20;1;24
1472;14;18;8;10;4;24;22;13;7;12;2;5;23;3;21
1473;20;4;8;7;12;14;25;22;23;16;5;10;1;9;24
1474;8;20;7;1;18;15;14;2;13;19;21;5;10;11;25
1475;24;15;18;13;2;20;3;1;21;9;6;10;25;12;5
1476;4;14;19;9;10;13;16;7;25;21;2;6;12;5;22
1477;21;23;7;4;5;2;10;3;1;12;22;15;17;6;18
1478;6;21;12;15;25;19;7;10;17;11;2;24;16;5;18
1479;13;15;18;22;3;9;17;5;23;6;14;20;16;2;11
1480;6;25;16;10;12;22;11;20;1;7;13;21;17;15;19
1481;25;11;23;7;2;20;18;8;9;3;24;21;17;19;5
1482;12;23;7;2;9;8;11;24;1;4;15;10;19;5;14
1483;6;3;20;5;17;21;9;15;14;13;11;7;23;4;22
1484;17;2;6;18;22;7;21;19;3;25;4;1;9;12;10
1485;5;24;17;1;11;2;15;23;13;18;3;25;9;19;8
1486;22;9;8;18;14;12;2;21;25;4;5;10;23;20;19
1487;21;15;3;19;25;5;22;6;4;12;1;2;11;10;16
1488;19;23;21;11;25;24;10;6;20;5;12;1;4;13;16
1489;25;12;14;22;20;19;2;7;9;15;23;4;8;10;13
1490;5;22;19;4;20;15;11;9;18;7;3;1;14;8;13
1491;20;14;2;13;23;9;19;11;5;7;25;6;24;4;22
1492;15;3;5;25;8;4;19;18;12;10;16;24;7;17;2
1493;10;19;14;24;25;21;2;13;20;11;16;23;5;15;8
1494;2;9;13;11;3;20;19;4;25;15;10;22;12;17;1
1495;13;23;24;5;3;22;10;2;18;4;14;25;8;1;12
1496;7;13;9;25;23;17;3;10;2;19;6;20;15;11;12
1497;22;5;12;7;11;2;19;14;13;18;23;17;1;15;16
1498;16;25;14;17;7;23;10;5;15;18;11;4;21;8;24
1499;15;23;12;2;4;5;3;14;13;24;18;8;7;1;19
1500;3;13;2;22;7;15;20;5;10;1;17;11;18;12;19
1501;10;1;8;6;13;25;9;21;22;7;11;17;16;24;18
1502;4;18;22;3;17;13;15;11;24;2;12;5;20;7;1
1503;22;12;7;3;16;17;2;21;20;25;18;23;15;1;24
1504;11;25;24;21;18;19;23;7;8;17;1;12;14;5;4
1505;7;25;16;2;24;19;20;11;3;1;6;14;22;18;17
1506;3;13;5;8;22;10;19;9;14;17;24;4;21;18;20
1507;5;14;10;11;17;4;19;13;24;3;1;8;23;2;21
1508;7;23;3;22;14;9;24;11;19;10;8;17;1;21;12
1509;22;2;24;3;17;14;15;19;7;8;6;13;1;18;9
1510;15;3;7;11;13;12;18;24;10;4;8;9;22;1;19
1511;23;9;12;11;24;2;8;21;20;10;5;4;19;15;13
1512;3;21;22;16;17;15;13;12;19;2;6;4;24;10;11
1513;18;6;16;24;4;9;11;22;10;3;13;12;21;14;7
1514;11;21;20;8;19;16;3;4;24;5;13;15;12;17;7
1515;3;1;19;12;9;5;13;11;17;20;16;23;8;18;2
1516;18;11;24;14;12;1;16;2;23;19;10;22;7;20;6
1517;25;3;18;23;5;12;11;2;8;21;15;24;10;14;20
1518;12;2;7;3;11;20;24;4;14;17;25;16;5;22;8
1519;23;18;24;21;17;22;1;16;6;20;13;8;4;14;25
1520;16;13;12;4;19;8;14;25;2;9;17;1;24;18;10
1521;4;19;14;23;8;20;12;24;5;17;3;2;7;1;15
1522;19;13;9;11;16;21;8;23;18;1;10;14;24;20;15
1523;19;9;3;5;6;21;13;7;23;16;25;14;10;12;18
1524;20;8;9;5;13;3;6;22;23;24;7;1;25;14;10
1525;1;25;8;15;4;19;22;21;12;14;18;2;20;10;5
1526;8;11;10;18;21;7;17;25;13;20;15;23;22;5;9
1527;14;10;9;3;2;15;25;22;5;21;1;24;20;6;7
1528;21;18;23;8;9;1;5;20;2;6;10;24;17;25;4
1529;19;21;8;5;3;20;24;4;11;13;16;18;17;14;2
1530;7;15;5;4;2;22;12;9;20;10;24;18;23;14;16
1531;22;13;11;23;1;3;24;4;15;8;14;19;10;2;7
1532;1;25;13;3;17;12;22;9;10;8;20;18;11;2;14
1533;1;19;4;15;14;16;11;6;20;7;21;13;3;12;24
1534;10;11;9;4;5;21;17;13;24;16;8;1;12;19;14
1535;15;22;7;8;5;17;25;3;24;4;18;23;13;12;21
1536;3;9;12;13;20;6;1;19;25;7;10;8;5;23;11
1537;18;22;20;21;24;13;14;17;4;10;3;11;1;15;2
1538;21;13;8;19;23;10;15;2;18;7;5;17;9;14;4
1539;4;16;21;13;20;14;18;12;17;19;8;1;3;25;11
1540;22;10;23;15;2;9;11;7;19;3;14;16;17;1;12
1541;18;19;3;20;2;11;13;4;25;22;15;5;21;7;14
1542;16;7;11;24;17;2;10;8;22;3;5;21;20;13;15
1543;13;7;9;12;25;23;6;19;20;8;24;2;15;17;1
1544;9;12;22;24;8;17;23;2;11;14;16;4;7;1;21
1545;16;20;7;17;11;3;8;23;10;15;12;22;5;25;24
1546;20;22;1;25;3;8;15;19;11;14;18;10;6;24;7
1547;17;8;25;19;11;6;18;13;21;5;9;2;1;15;10
1548;4;11;9;14;2;10;18;3;17;15;21;20;22;23;12
1549;1;5;13;11;23;10;3;18;7;24;20;2;8;25;4
1550;14;20;24;8;17;22;23;4;13;16;15;3;5;7;25
1551;1;7;5;14;17;22;20;23;25;13;3;19;15;11;8
1552;19;24;21;7;14;15;12;22;8;3;2;16;25;9;20
1553;19;11;4;12;22;17;21;8;18;2;1;13;15;9;25
1554;14;3;8;5;13;16;7;1;18;10;9;24;25;19;4
1555;23;10;12;22;9;16;20;14;6;25;13;18;2;1;8
1556;1;15;19;6;8;23;16;12;21;5;17;2;25;3;22
1557;5;6;3;9;16;24;21;17;20;25;18;4;12;2;22
1558;18;25;5;15;9;21;14;1;11;16;17;2;22;6;4
1559;7;16;25;19;23;6;18;20;5;4;11;14;9;3;10
1560;2;1;24;17;18;8;3;4;20;9;7;11;25;5;14
1561;7;20;22;16;6;15;8;12;13;21;25;18;3;5;24
1562;8;2;12;17;6;14;18;9;3;7;16;5;4;11;1
1563;23;12;9;20;5;17;18;1;3;6;13;2;21;22;10
1564;18;16;17;21;6;8;24;9;12;3;20;11;19;13;4
1565;25;13;3;18;10;24;6;17;12;1;11;9;7;15;8
1566;7;1;24;19;13;23;14;4;9;15;5;2;16;25;8
1567;11;19;14;3;21;7;9;10;18;2;24;12;17;15;5
1568;4;22;10;1;19;13;7;3;2;6;17;24;11;21;16
1569;12;16;4;13;24;21;2;23;10;20;18;9;14;8;25
1570;20;7;11;3;16;1;19;13;18;9;24;8;25;23;21
1571;19;1;3;17;14;6;24;11;7;5;18;4;23;25;12
1572;24;9;23;19;5;21;16;8;13;10;22;4;6;18;2
1573;19;18;17;11;23;6;8;2;10;13;7;12;14;15;16
1574;7;6;12;1;3;15;21;17;14;5;2;10;11;22;18
1575;17;16;22;9;12;11;1;23;5;3;10;25;14;7;6
1576;25;15;11;18;2;12;5;9;1;21;14;8;20;7;16
1577;18;17;24;7;11;10;6;3;16;9;19;5;13;21;15
1578;13;12;22;9;8;4;21;18;6;17;24;16;10;19;14
1579;16;1;21;23;15;2;22;14;18;10;13;12;7;4;6
1580;18;12;7;4;11;22;13;14;10;20;25;15;16;3;23
1581;20;12;6;4;8;16;5;7;13;24;25;3;21;23;11
1582;11;24;10;8;18;16;5;14;23;7;2;19;1;17;25
1583;3;4;19;16;7;9;15;25;17;10;14;23;20;2;6
1584;1;2;17;25;14;16;24;15;5;6;20;11;3;12;19
1585;11;9;18;17;5;19;23;1;4;2;25;7;24;21;6
1586;1;13;20;18;11;19;23;25;12;24;22;16;10;4;3
1587;21;22;17;25;19;16;8;2;14;20;15;3;7;11;5
1588;1;21;17;23;11;15;7;4;22;5;10;9;20;3;14
1589;3;25;24;14;22;4;12;13;6;23;15;17;18;2;1
1590;3;14;20;5;7;8;16;18;1;22;23;25;10;17;21
1591;19;23;5;17;1;3;11;22;7;12;20;24;8;10;21
1592;4;22;2;3;15;14;6;25;16;20;19;1;5;9;12
1593;20;8;14;3;16;24;11;5;22;13;7;4;9;10;17
1594;8;16;10;13;12;17;1;19;6;11;21;15;2;4;25
1595;6;4;22;18;17;25;13;2;1;20;7;11;9;10;3
1596;21;11;22;9;5;20;13;15;18;8;10;12;23;19;24
1597;7;1;21;5;8;22;9;17;19;20;24;13;6;18;2
1598;18;13;19;16;2;6;15;17;24;20;7;10;21;12;5
1599;9;18;6;10;1;20;5;25;14;4;23;22;21;8;3
1600;22;7;16;5;9;23;24;14;13;17;3;2;4;20;18
1601;11;8;9;22;20;25;14;15;10;12;13;6;4;2;18
1602;3;9;23;13;24;15;14;11;1;21;10;8;17;4;19
1603;13;24;16;3;21;23;9;4;19;7;20;1;2;10;14
1604;8;3;12;22;6;21;10;15;5;9;19;4;7;13;24
1605;17;21;14;11;16;19;4;8;10;18;25;5;9;23;2
1606;1;20;22;14;8;3;19;10;9;23;7;15;5;11;25
1607;14;18;9;15;24;6;3;7;11;1;12;17;8;2;13
1608;5;1;14;10;17;6;20;25;3;2;18;9;22;23;21
1609;14;6;21;5;18;8;20;17;24;25;7;23;11;9;13
1610;24;21;16;11;20;17;13;6;22;10;19;14;3;7;9
1611;6;3;14;22;10;11;15;8;12;4;7;1;9;20;24
1612;14;2;12;7;15;21;3;18;25;23;5;22;11;4;24
1613;2;3;21;1;8;18;14;9;17;6;4;13;19;16;10
1614;19;13;14;1;2;9;17;16;15;3;21;10;7;12;23
1615;6;10;20;9;16;4;21;17;25;2;5;1;19;11;7
1616;17;10;8;23;11;13;4;16;18;14;22;24;1;2;5
1617;8;12;25;6;13;9;22;7;20;5;10;23;14;15;2
1618;19;1;25;8;3;4;20;14;10;24;5;17;9;13;16
1619;15;24;7;4;16;8;17;13;11;21;22;10;18;5;25
1620;20;4;11;1;10;13;9;21;14;18;12;2;25;24;7
1621;18;21;24;10;19;8;13;23;22;2;6;14;3;4;9
1622;18;16;9;1;20;11;23;17;22;2;3;24;8;4;25
1623;17;4;13;10;2;7;8;1;20;3;19;24;14;11;6
1624;20;1;18;17;14;15;16;9;11;24;6;23;2;8;7
1625;8;19;13;3;20;21;2;17;24;10;12;16;22;18;6
1626;1;20;11;16;15;17;24;10;8;13;9;7;3;21;4
1627;20;17;13;4;3;24;11;6;21;2;14;9;8;15;12
1628;9;22;20;17;16;19;11;6;1;24;23;3;25;12;18
1629;12;1;15;6;24;2;5;25;14;7;10;18;9;3;22
1630;8;9;23;25;22;17;3;15;14;13;20;12;7;5;10
1631;23;11;22;4;10;18;12;20;19;5;2;14;9;25;3
1632;23;4;25;22;8;21;5;16;18;13;20;12;24;15;14
1633;7;19;9;18;20;23;6;25;1;24;17;10;3;2;5
1634;3;9;7;4;14;25;21;13;5;19;10;24;22;15;6
1635;21;19;12;25;1;16;15;3;6;8;17;23;24;22;7
1636;14;12;3;7;9;8;18;25;2;19;20;6;22;15;13
1637;18;5;22;24;12;14;17;19;11;4;3;13;7;15;8
1638;8;7;1;16;15;22;24;20;11;10;19;12;14;25;23
1639;3;1;10;7;22;9;25;15;20;11;14;8;6;5;19
1640;17;16;25;14;12;4;2;15;20;21;22;24;6;5;1
1641;19;25;3;20;4;17;12;21;8;22;14;9;16;5;11
1642;18;19;11;7;5;24;22;6;15;10;13;20;17;25;2
1643;1;10;7;22;19;12;25;16;23;2;14;4;5;3;9
1644;5;18;3;2;6;13;7;24;9;11;8;23;15;4;22
1645;10;16;4;15;2;18;23;3;20;8;9;5;14;21;25
1646;22;9;4;7;25;3;15;13;6;5;1;12;20;18;17
1647;20;1;24;14;12;19;2;22;7;10;4;9;8;25;15
1648;24;13;21;19;4;25;10;15;17;16;9;12;22;11;23
1649;15;22;18;8;13;24;16;5;20;9;4;14;12;17;23
1650;4;13;14;22;25;3;16;10;20;17;15;18;5;19;8
1651;6;24;16;17;19;1;7;20;8;22;3;10;4;2;18
1652;24;25;18;2;5;10;14;6;16;7;17;11;3;4;21
1653;6;20;22;23;17;2;4;7;15;5;12;21;24;25;14
1654;16;20;22;23;3;18;19;13;25;4;2;10;1;6;11
1655;16;19;2;10;6;22;7;20;1;12;14;18;3;5;23
1656;5;2;13;7;24;11;20;19;3;12;10;15;17;23;4
1657;6;18;3;24;17;23;12;4;15;21;10;19;8;20;9
1658;6;7;17;19;20;8;13;12;15;4;18;2;23;16;5
1659;16;25;21;8;15;23;4;14;10;20;9;7;22;12;2
1660;2;10;1;24;13;14;3;25;21;17;7;18;11;20;8
1661;13;7;21;14;12;18;2;17;5;23;22;6;10;3;11
1662;3;13;5;2;11;25;20;22;18;17;10;14;8;1;21
1663;9;12;2;17;21;5;11;23;13;1;7;16;22;6;3
1664;11;4;16;15;7;25;13;18;20;5;17;24;2;6;8
1665;4;5;15;18;23;1;13;17;12;8;22;24;10;2;21
1666;17;21;25;13;12;10;2;1;24;8;5;20;9;6;14
1667;25;24;13;22;4;3;8;18;20;2;1;10;23;11;16
1668;11;17;21;4;16;18;12;5;24;6;14;20;23;25;8
1669;1;8;3;16;5;9;17;7;2;25;6;21;20;12;23
1670;1;13;22;20;14;4;3;16;25;17;2;21;23;11;7
1671;9;15;12;18;8;5;19;4;21;14;25;22;3;10;1
1672;22;18;11;17;25;9;6;8;3;2;5;23;21;24;20
1673;11;9;2;17;5;20;7;1;25;12;24;19;15;4;23
1674;24;9;10;1;5;15;19;21;20;11;2;23;12;4;22
1675;5;14;3;22;7;25;9;21;19;8;2;20;1;23;12
1676;10;25;23;13;8;18;16;3;20;15;9;12;4;14;24
1677;12;9;14;19;17;22;6;16;15;20;11;1;4;18;5
1678;4;16;5;23;6;9;1;24;14;19;8;3;18;20;22
1679;17;19;7;8;10;5;20;21;11;14;23;9;15;16;12
1680;20;13;23;18;25;10;8;2;1;21;12;7;14;3;11
1681;25;8;11;22;20;1;2;7;12;17;15;16;3;10;23
1682;20;15;1;7;13;25;17;9;19;21;18;12;4;6;5
1683;9;13;2;18;15;1;10;17;5;23;24;16;3;25;11
1684;17;9;7;10;13;16;14;12;23;25;4;22;2;15;24
1685;16;11;17;3;2;7;21;12;5;1;24;22;14;19;6
1686;10;15;20;18;19;13;5;17;22;9;23;6;24;2;4
1687;9;19;1;24;2;4;6;20;17;10;14;7;18;3;16
1688;3;24;8;10;19;21;5;13;25;1;22;7;6;15;4
1689;11;7;14;9;6;16;13;1;10;19;23;2;18;22;17
1690;2;16;1;20;15;8;19;5;10;13;7;4;23;25;22
1691;1;13;3;8;4;5;19;7;10;18;12;15;2;16;11
1692;25;22;23;5;18;20;7;15;24;6;17;12;10;14;3
1693;1;19;3;11;22;17;23;14;21;16;20;4;6;7;8
1694;12;11;19;2;24;3;13;5;18;4;17;23;1;9;20
1695;21;13;14;17;22;23;4;9;1;24;18;11;5;25;20
1696;8;12;18;17;10;16;4;5;19;24;7;2;13;14;23
1697;24;23;20;6;22;21;3;10;13;19;25;4;7;18;17
1698;18;20;14;3;2;16;8;19;25;22;9;13;5;21;4
1699;6;21;23;15;8;13;24;9;16;25;10;19;4;14;5
1700;2;8;6;23;24;13;16;12;1;21;7;3;22;14;20
1701;8;6;1;22;2;17;5;16;21;3;10;7;18;13;20
1702;15;10;3;4;7;17;18;14;25;5;22;19;16;11;8
1703;22;18;1;16;9;8;13;17;3;19;14;10;6;12;15
1704;7;18;9;6;2;4;16;20;22;13;14;19;12;10;11
1705;24;20;18;14;19;3;21;4;2;12;9;23;5;16;17
1706;9;2;4;3;7;12;15;13;5;17;21;18;8;20;14
1707;12;21;2;18;17;25;11;22;10;13;23;9;5;16;19
1708;14;13;9;2;1;17;3;10;8;12;18;7;4;6;22
1709;21;13;22;24;3;12;15;11;5;18;1;19;23;20;4
1710;7;2;20;21;5;22;12;4;24;10;17;25;9;6;11
1711;11;14;18;8;23;19;5;3;4;21;13;20;2;1;10
1712;7;5;13;17;10;24;23;15;3;6;1;16;25;14;18
1713;4;20;15;24;13;12;10;9;23;17;19;8;16;21;1
